Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.397795312265583,24.397795312265583,24.276413246035403,24.380455017089844,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.39777998600976,24.553842544555664,24.39777998600976,24.553842544555664,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.53650243354566,24.623203855572324,24.484481580329664,24.605863571166992,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.640533658749888,24.883297537161216,24.623193381720505,24.865957260131836,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,24.952668566173976,25.02202970186869,24.675224023395113,24.970008850097656,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,24.95266723632813,25.004688085326727,24.81394497233186,24.952667236328125,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,24.95266723632813,25.03936865132579,24.91798667032906,24.952667236328125,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.865967779246308,24.865967779246308,24.727245504327218,24.779266357421875,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.77926901251515,24.831289871183834,24.709907867623578,24.813949584960938,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.848626112904764,25.039369230310175,24.848626112904764,24.935327529907227,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.900649511154164,24.900649511154164,24.744586944580078,24.744586944580078,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.6752490695649,24.6752490695649,24.085678817727086,24.120359420776367,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.12033711165833,24.155017682631236,24.0162953987396,24.102996826171875,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.380428465258912,24.380428465258912,23.756178518780022,24.085643768310547,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.085658033745872,24.172359466552734,24.05097746062313,24.172359466552734,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.241715808183997,24.293736657557783,24.172354675685618,24.259056091308594,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.328431201765635,24.345771494853135,24.120347684715608,24.241729736328125,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.259057711746735,24.553842544555664,24.259057711746735,24.553842544555664,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.53650243354566,24.623203855572324,24.484481580329664,24.605863571166992,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.657888993673307,24.657888993673307,24.51916669272437,24.640548706054688,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.72724672531526,24.72724672531526,24.536503587882954,24.571184158325195,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.588521861897387,24.935327529907223,24.553841295096404,24.935327529907227,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,24.97001415474593,25.05671559278324,24.935333579531004,25.03937530517578,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.074062482892305,25.074062482892305,24.90065956115723,24.900659561157227,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,24.93533675231081,25.03937849119389,24.81395472361389,24.831295013427734,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.883310671061114,25.386178970336914,24.883310671061114,25.386178970336914,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.33416101456996,25.35150130273873,25.24745957372612,25.299480438232422,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.299478696570027,25.35149955749512,25.195436974719843,25.351499557495117,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.368855571877646,25.438216762778197,25.247473487801674,25.282154083251953,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.074060285413584,25.091400576067397,24.86597679756783,25.02203941345215,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.0046817779541,25.143404006958004,25.0046817779541,25.143404006958008,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.143404006958004,25.21276512145996,25.143404006958004,25.143404006958008,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.10873629102105,25.10873629102105,24.952673703576856,24.987354278564453,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.091383171081542,25.247445678710935,25.091383171081542,25.143404006958008,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.244739381577055,25.244739381577055,25.10536193847656,25.105361938476562,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,24.86144556470127,25.01824515130415,24.84402338841206,24.965978622436523,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,25.03568314310568,25.05310533040081,24.98341658122028,25.018260955810547,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,24.98341658122028,25.12279407958134,24.86146127015435,25.018260955810547,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.03566001443302,25.22730389763327,25.000815672032974,25.175037384033203,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.15762457054526,25.175046748225693,25.018247149101796,25.035669326782227,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.053102087495397,25.262168307975195,25.053102087495397,25.140213012695312,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.17505743953386,25.209901809692383,25.140213069375335,25.209901809692383,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.279591014276402,25.349279755873305,25.192480087280273,25.192480087280273,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.227317201189493,25.227317201189493,25.053095397313875,25.105361938476562,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,24.89629037155487,24.89629037155487,24.582691192626957,24.582691192626953,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,24.774347248803746,24.774347248803746,24.63496976779782,24.70465850830078,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,24.756911589367554,24.756911589367554,24.56526765728941,24.63495635986328,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,24.669806063049187,24.72207260131836,24.617539524780014,24.72207260131836,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,24.82660659703892,24.82660659703892,24.582696076085558,24.68722915649414,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,24.93113626069963,25.05309150446266,24.896291905338764,25.035669326782227,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,25.018249591191612,25.175049205621086,25.00082741181056,25.08793830871582,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,25.105363315269248,25.122785496612252,25.03567458989723,25.053096771240234,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,25.03567458989723,25.105363315269248,24.948563683182208,25.053096771240234,148600,0.0,0.0,0.0
1993-04-16 00:00:00-04:00,25.07051895258324,25.105363315269248,25.018252408554225,25.053096771240234,47900,0.0,0.0,0.0
1993-04-19 00:00:00-04:00,25.053101451703288,25.122790190094676,24.931146159518363,24.94856834411621,157000,0.0,0.0,0.0
1993-04-20 00:00:00-04:00,24.91371382328502,24.94855817828262,24.66980333830181,24.826602935791016,279500,0.0,0.0,0.0
