Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,13.019864922659723,13.019864922659723,12.844006439039049,12.900532722473145,9185600,0.085,0.0
2010-01-05 00:00:00-05:00,12.93821419253647,13.227125191229048,12.856564598682754,13.057547569274902,18297100,0.0,0.0
2010-01-06 00:00:00-05:00,13.001016205738347,13.239681667825606,12.925647471531882,13.214559555053711,15155100,0.0,0.0
2010-01-07 00:00:00-05:00,13.43438951070204,13.43438951070204,12.536251051219363,12.730953216552734,24846500,0.0,0.0
2010-01-08 00:00:00-05:00,12.749792082629368,12.844003330851567,12.611617422087008,12.812599182128906,10904100,0.0,0.0
2010-01-11 00:00:00-05:00,12.881686268088746,12.975896312197815,12.730949957925095,12.950774192810059,8764900,0.0,0.0
2010-01-12 00:00:00-05:00,12.617900672512437,12.768637021461874,12.404357212014233,12.536251068115234,14531200,0.0,0.0
2010-01-13 00:00:00-05:00,12.59905927389891,12.59905927389891,12.4797270693328,12.548813819885254,10162700,0.0,0.0
2010-01-14 00:00:00-05:00,12.611616602057122,12.624178260729405,12.322705640268845,12.398073196411133,10180300,0.0,0.0
2010-01-15 00:00:00-05:00,12.429479438791994,12.492285346851528,12.285022735595703,12.285022735595703,8116600,0.0,0.0
2010-01-19 00:00:00-05:00,12.253617339355568,12.555089950561523,12.228494022782238,12.555089950561523,8029700,0.0,0.0
2010-01-20 00:00:00-05:00,12.435758208249572,12.454600698127383,12.310145202901634,12.423197746276855,7147900,0.0,0.0
2010-01-21 00:00:00-05:00,12.410632092368946,12.473439173803254,11.996107032026128,12.052633285522461,13461700,0.0,0.0
2010-01-22 00:00:00-05:00,11.989831527584961,12.153129532640458,11.807691030349455,11.845376014709473,10456100,0.0,0.0
2010-01-25 00:00:00-05:00,11.93329906463623,12.002386968879268,11.707194067437452,11.93329906463623,7780400,0.0,0.0
2010-01-26 00:00:00-05:00,11.883056850267598,12.096600250162393,11.876776021100614,11.901899337768555,5973100,0.0,0.0
2010-01-27 00:00:00-05:00,11.939580848935979,12.09659795447494,11.813966685326632,12.058914184570312,8656600,0.0,0.0
2010-01-28 00:00:00-05:00,12.15312636183524,12.165688020011187,11.908178819186922,11.952144622802734,8408600,0.0,0.0
2010-01-29 00:00:00-05:00,12.033789770924875,12.153123095633728,11.945860583215897,11.98354434967041,8947700,0.0,0.0
2010-02-01 00:00:00-05:00,12.065194485729632,12.146844056001122,11.996107770052426,12.033791542053223,7812400,0.0,0.0
2010-02-02 00:00:00-05:00,12.071479384297772,12.278741997104923,12.065198553855627,12.228496551513672,9946100,0.0,0.0
2010-02-03 00:00:00-05:00,12.140570447866429,12.2410613649291,11.94586944580078,11.945869445800781,12702900,0.0,0.0
2010-02-04 00:00:00-05:00,12.291302768831471,12.561372468577215,12.090321001005568,12.234776496887207,29565900,0.0,0.0
2010-02-05 00:00:00-05:00,12.391792874053035,12.529968729209845,12.310144485234174,12.486002922058105,16252200,0.0,0.0
2010-02-08 00:00:00-05:00,12.467167119018544,12.517412579934666,12.347833700112902,12.354114532470703,9554100,0.0,0.0
2010-02-09 00:00:00-05:00,12.473444707521153,12.561373941770839,12.398075936774301,12.517409324645996,8327600,0.0,0.0
2010-02-10 00:00:00-05:00,12.460884676019516,12.555094753316762,12.310148312754698,12.492287635803223,9266900,0.0,0.0
2010-02-11 00:00:00-05:00,12.448321573603089,12.68698835296971,12.410637786630566,12.643022537231445,8439900,0.0,0.0
2010-02-12 00:00:00-05:00,12.5299711227417,12.573935740346002,12.3603922851714,12.5299711227417,8484000,0.0,0.0
2010-02-16 00:00:00-05:00,12.398075309683163,12.42319863131004,12.25990063457307,12.41691780090332,7447000,0.0,0.0
2010-02-17 00:00:00-05:00,12.460881890921055,12.542530286877351,12.398074787445363,12.498565673828125,6604200,0.0,0.0
2010-02-18 00:00:00-05:00,12.4985636862172,12.592773727475851,12.448318251016206,12.555089950561523,6115800,0.0,0.0
2010-02-19 00:00:00-05:00,12.504847826504388,12.630462046740947,12.423199421912818,12.467164039611816,5248600,0.0,0.0
2010-02-22 00:00:00-05:00,12.51112786111229,12.567654136826853,12.379232818463006,12.41691780090332,6428700,0.0,0.0
2010-02-23 00:00:00-05:00,12.39807370364614,12.52368789961674,12.285021166861753,12.486002922058105,7761000,0.0,0.0
2010-02-24 00:00:00-05:00,12.517405206371695,12.749789876989265,12.492281891739754,12.743510246276855,6154900,0.0,0.0
2010-02-25 00:00:00-05:00,12.573930764413317,12.881684163800923,12.48600036605578,12.806315422058105,12366800,0.0,0.0
2010-02-26 00:00:00-05:00,13.227124663865462,13.666773172459894,13.09523083005462,13.503475189208984,19742500,0.0,0.0
2010-03-01 00:00:00-05:00,13.516035881104322,13.629088415101268,13.446947955229362,13.56628131866455,9567300,0.0,0.0
2010-03-02 00:00:00-05:00,13.591405961941756,13.654213070039654,13.41554749680278,13.534879684448242,8351200,0.0,0.0
2010-03-03 00:00:00-05:00,13.553721248830286,13.729580899881784,13.472072852452081,13.666773796081543,10210000,0.0,0.0
2010-03-04 00:00:00-05:00,13.842627841017562,13.968240799800277,13.729575339551351,13.848907470703125,10667000,0.0,0.0
2010-03-05 00:00:00-05:00,13.792387591288978,14.037335190266448,13.754703806040881,14.018492698669434,6818000,0.0,0.0
2010-03-08 00:00:00-05:00,13.917997141968195,14.056171773537987,13.86147088406566,14.024768829345703,4148900,0.0,0.0
2010-03-09 00:00:00-05:00,13.905441254918822,14.018493817632963,13.874038297696462,13.96824836730957,6730800,0.0,0.0
2010-03-10 00:00:00-05:00,14.024772919197753,14.062456702806804,13.892879077593134,14.049896240234375,7308300,0.0,0.0
2010-03-11 00:00:00-05:00,13.936843001534879,14.26343777322211,13.874035899998395,14.244596481323242,9095600,0.0,0.0
2010-03-12 00:00:00-05:00,14.288563359446721,14.363932132834552,14.238317909836836,14.319966316223145,5175100,0.0,0.0
2010-03-15 00:00:00-04:00,14.09385932754441,14.489542007446287,14.09385932754441,14.489542007446289,6822100,0.0,0.0
2010-03-16 00:00:00-04:00,14.470703964282675,14.634000778198244,14.451861471317331,14.634000778198242,7209600,0.0,0.0
2010-03-17 00:00:00-04:00,14.577472027755643,14.608876177377873,14.46442068295307,14.539788246154785,6918000,0.0,0.0
2010-03-18 00:00:00-04:00,14.464417547223192,14.659118440888687,14.414172116666112,14.640275955200195,5961000,0.0,0.0
2010-03-19 00:00:00-04:00,14.583752632141115,14.709366832795762,14.489542580623029,14.583752632141113,7238000,0.0,0.0
2010-03-22 00:00:00-04:00,14.470701118909936,14.765892929647332,14.433016140389242,14.696805000305176,4420200,0.0,0.0
2010-03-23 00:00:00-04:00,14.671681062434347,14.728207325269922,14.520944760854688,14.577469825744629,8374000,0.0,0.0
2010-03-24 00:00:00-04:00,14.495826585501737,14.57747499524882,14.414178175754651,14.483264923095703,5751000,0.0,0.0
2010-03-25 00:00:00-04:00,14.539787850306306,14.84126049079715,14.489542410224498,14.696805000305176,5340600,0.0,0.0
2010-03-26 00:00:00-04:00,14.715648582295037,14.79101614904137,14.552350590416813,14.709367752075195,6185600,0.0,0.0
2010-03-29 00:00:00-04:00,14.715652541864877,14.809862624620026,14.47070608711225,14.590038299560547,4371800,0.0,0.0
2010-03-30 00:00:00-04:00,14.62143686412967,14.75333068992768,14.546068107998137,14.602594375610352,5657900,0.0,0.0
2010-03-31 00:00:00-04:00,14.539791545788095,14.62772198673929,14.476984430236124,14.514669418334961,6889700,0.0,0.0
2010-04-01 00:00:00-04:00,14.652837037624305,14.860099580286379,14.63399455267484,14.841257095336914,6055300,0.0,0.0
2010-04-05 00:00:00-04:00,14.89803107402394,15.00525657483793,14.765575477471517,14.99894905090332,4540500,0.1,0.0
2010-04-06 00:00:00-04:00,14.986332817006302,15.043099324888063,14.797110723054734,15.036791801452637,6092500,0.0,0.0
2010-04-07 00:00:00-04:00,14.967401866527197,15.112471215207176,14.898021553657353,15.049398422241211,7836600,0.0,0.0
2010-04-08 00:00:00-04:00,15.768450126828212,15.78106517565862,15.345855615307725,15.509847640991211,16715300,0.0,0.0
2010-04-09 00:00:00-04:00,15.528761613928975,15.680138506944854,15.453072565902733,15.67383098602295,6917900,0.0,0.0
2010-04-12 00:00:00-04:00,15.806290052958762,15.888286646478903,15.654913114579616,15.724294662475586,8657600,0.0,0.0
2010-04-13 00:00:00-04:00,15.717990946821155,15.938749486567646,15.692760849461667,15.781064987182617,6894500,0.0,0.0
2010-04-14 00:00:00-04:00,15.787367380222308,15.91982173919678,15.654911818210973,15.919821739196777,6963000,0.0,0.0
2010-04-15 00:00:00-04:00,15.926128402950052,16.020738826122592,15.825210457827769,15.982894897460938,4974300,0.0,0.0
2010-04-16 00:00:00-04:00,15.92613042831421,15.963974361788571,15.654912965167897,15.76844596862793,6072100,0.0,0.0
2010-04-19 00:00:00-04:00,15.629686278159989,15.850443590378124,15.509845735072199,15.793678283691406,6484400,0.0,0.0
2010-04-20 00:00:00-04:00,15.900904340528415,16.045974994270956,15.762142414163002,15.781064987182617,4960300,0.0,0.0
2010-04-21 00:00:00-04:00,15.749527097607128,16.222580587716276,15.749527097607128,16.159507751464844,6584400,0.0,0.0
2010-04-22 00:00:00-04:00,16.0775066963375,16.512716123814915,15.94505233316958,16.443334579467773,8675300,0.0,0.0
2010-04-23 00:00:00-04:00,16.487485954173962,16.582097588021686,16.285650047634363,16.437026977539062,4819500,0.0,0.0
2010-04-26 00:00:00-04:00,16.506408305303978,16.613633779628014,16.399182830979942,16.53163719177246,5762800,0.0,0.0
2010-04-27 00:00:00-04:00,16.50640798288924,16.50640798288924,15.8567476272583,15.8567476272583,9781200,0.0,0.0
2010-04-28 00:00:00-04:00,15.863058808895877,16.203657870915603,15.79998477485106,15.90090274810791,7899900,0.0,0.0
2010-04-29 00:00:00-04:00,15.982892519469539,16.291953830802896,15.93243355441586,16.16580581665039,5768600,0.0,0.0
2010-04-30 00:00:00-04:00,16.127964346408522,16.24149733580489,15.54768555852237,15.59814453125,9891200,0.0,0.0
2010-05-03 00:00:00-04:00,15.680139277056028,16.424409939882178,15.598142704080718,16.209959030151367,8730500,0.0,0.0
2010-05-04 00:00:00-04:00,16.06489016490496,16.209960762665595,15.5729154866177,15.585529327392578,12620500,0.0,0.0
2010-05-05 00:00:00-04:00,15.471999899375747,15.863056692821193,15.32062295968361,15.566610336303711,14043700,0.0,0.0
2010-05-06 00:00:00-04:00,15.068333654632578,15.13771523442905,13.668095428541397,14.450210571289062,20075600,0.0,0.0
2010-05-07 00:00:00-04:00,14.424974613547704,14.822338914690388,13.769006696886658,14.046531677246094,20289100,0.0,0.0
2010-05-10 00:00:00-04:00,14.75295644229229,15.049403971911556,14.633117129035465,14.980022430419922,8708000,0.0,0.0
2010-05-11 00:00:00-04:00,14.752955440737706,15.226008748530871,14.65834501978643,15.03048038482666,6722900,0.0,0.0
2010-05-12 00:00:00-04:00,15.036787814969546,15.257546264534714,14.891718423526092,15.2449312210083,6849800,0.0,0.0
2010-05-13 00:00:00-04:00,15.169245825577287,15.175553348863478,14.538507933402979,14.576353073120117,7116600,0.0,0.0
2010-05-14 00:00:00-04:00,14.513279522685073,14.66465647744261,14.330364950454864,14.481741905212402,6624500,0.0,0.0
2010-05-17 00:00:00-04:00,14.53220391265667,14.727732353319766,14.20421986809859,14.645735740661621,6700400,0.0,0.0
2010-05-18 00:00:00-04:00,14.670960628712713,14.797107460496367,14.16006337345975,14.242058753967285,8640600,0.0,0.0
2010-05-19 00:00:00-04:00,14.172679329818294,14.39974534517056,13.901463059637198,14.090683937072754,8319100,0.0,0.0
2010-05-20 00:00:00-04:00,13.687012283526803,14.065454043741761,13.605015686586418,13.712241172790527,10301700,0.0,0.0
2010-05-21 00:00:00-04:00,13.34010818893505,14.178989663806068,13.239190207224043,13.970846176147461,16225900,0.0,0.0
2010-05-24 00:00:00-04:00,13.93300079572149,13.970844734197884,13.642860725970161,13.6680908203125,8169700,0.0,0.0
2010-05-25 00:00:00-04:00,13.207650532073083,13.863617251433304,13.207650532073083,13.832080841064453,11079400,0.0,0.0
2010-05-26 00:00:00-04:00,13.86992675887877,13.977152253728372,13.346414331798258,13.384258270263672,18758900,0.0,0.0
2010-05-27 00:00:00-04:00,13.592401436264712,13.876233976081206,13.472562099930713,13.869926452636719,9854100,0.0,0.0
