Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-12-14 00:00:00-05:00,45.489349365234375,45.489349365234375,45.489349365234375,45.489349365234375,100,0.0,0.0,0.0
2021-12-15 00:00:00-05:00,46.170249938964844,46.170249938964844,46.170249938964844,46.170249938964844,400,0.0,0.0,0.0
2021-12-16 00:00:00-05:00,46.51695677600478,46.51695677600478,45.892879486083984,45.892879486083984,2100,0.0,0.0,0.0
2021-12-17 00:00:00-05:00,45.26495143515952,45.385336944295574,45.09352111816406,45.09352111816406,200,0.0,0.0,0.0
2021-12-20 00:00:00-05:00,44.18148422241211,44.18148422241211,44.18148422241211,44.18148422241211,100,0.0,0.0,0.0
2021-12-21 00:00:00-05:00,44.97603010967118,45.07619094848633,44.97603010967118,45.07619094848633,200,0.0,0.0,0.0
2021-12-22 00:00:00-05:00,45.47105407714844,45.47105407714844,45.47105407714844,45.47105407714844,100,0.0,0.0,0.0
2021-12-23 00:00:00-05:00,45.94489288330078,45.94489288330078,45.94489288330078,45.94489288330078,100,0.0,0.0,0.0
2021-12-27 00:00:00-05:00,45.97763477355149,46.108612060546875,45.97763477355149,46.108612060546875,24700,0.0,0.0,0.0
2021-12-28 00:00:00-05:00,46.13172757094673,46.17024814089126,46.06431198120117,46.06431198120117,7400,0.0,0.0,0.0
2021-12-29 00:00:00-05:00,46.093204498291016,46.093204498291016,46.093204498291016,46.093204498291016,100,0.0,0.0,0.0
2021-12-30 00:00:00-05:00,46.26088781692275,46.36496194172051,46.12886428833008,46.12886428833008,2100,0.029,0.0,0.0
2021-12-31 00:00:00-05:00,46.26570129394531,46.26570129394531,46.26570129394531,46.26570129394531,0,0.0,0.0,0.0
2022-01-03 00:00:00-05:00,46.19921112060547,46.19921112060547,46.19921112060547,46.19921112060547,100,0.0,0.0,0.0
2022-01-04 00:00:00-05:00,46.150058183069234,46.34279251098633,46.150058183069234,46.34279251098633,300,0.0,0.0,0.0
2022-01-05 00:00:00-05:00,46.06333179413782,46.06333179413782,45.388763427734375,45.388763427734375,300,0.0,0.0,0.0
2022-01-06 00:00:00-05:00,45.051475524902344,45.051475524902344,45.051475524902344,45.051475524902344,100,0.0,0.0,0.0
2022-01-07 00:00:00-05:00,44.84910973616856,44.84910973616856,44.791288332599315,44.81056213378906,1100,0.0,0.0,0.0
2022-01-10 00:00:00-05:00,43.95290410366412,44.11672592163086,43.789078609595194,44.11672592163086,18400,0.0,0.0,0.0
2022-01-11 00:00:00-05:00,44.29017973270795,44.74214172363281,44.29017973270795,44.74214172363281,1900,0.0,0.0,0.0
2022-01-12 00:00:00-05:00,45.30203329863762,45.42731117412985,45.26348937057236,45.28950881958008,2400,0.0,0.0,0.0
2022-01-13 00:00:00-05:00,45.047624057350674,45.047624057350674,44.722869873046875,44.722869873046875,200,0.0,0.0,0.0
2022-01-14 00:00:00-05:00,43.73125572777646,44.042518615722656,43.73125572777646,44.042518615722656,2200,0.0,0.0,0.0
2022-01-18 00:00:00-05:00,43.36505865579958,43.40360625686912,43.103904724121094,43.103904724121094,1400,0.0,0.0,0.0
2022-01-19 00:00:00-05:00,43.13570743976015,43.13570743976015,42.75313186645508,42.75313186645508,300,0.0,0.0,0.0
2022-01-20 00:00:00-05:00,42.44765090942383,42.44765090942383,42.44765090942383,42.44765090942383,100,0.0,0.0,0.0
2022-01-21 00:00:00-05:00,41.637203216552734,41.637203216552734,41.637203216552734,41.637203216552734,100,0.0,0.0,0.0
2022-01-24 00:00:00-05:00,41.37797927856445,41.37797927856445,41.37797927856445,41.37797927856445,100,0.0,0.0,0.0
2022-01-25 00:00:00-05:00,40.792067122729264,40.849884848490866,40.53958511352539,40.53958511352539,400,0.0,0.0,0.0
